Year,circuitIdFrom,circuitIdTo,Car,Plane
1983,21,34,770,669
1983,21,36,1653,1485
1983,21,37,4293,3562
1983,21,38,8070,6918
1983,21,39,14908,11796
1983,21,43,9838,7850
1983,21,70,13366,9998
1983,30,34,14583,10667
1983,30,36,4623,3859
1983,30,37,8772,7525
1983,30,38,12921,11935
1983,30,39,13392,10667
1983,30,43,14441,11757
1983,30,70,10298,8348
1983,34,36,15007,11367
1983,34,37,13491,11307
1983,34,38,16545,11976
1983,34,39,15480,11379
1983,34,43,8041,7373
1983,34,70,3186,2797
1983,36,37,3787,2831
1983,36,38,6212,5785
1983,36,39,7981,7106
1983,36,43,1536,1206
1983,36,70,6208,5808
1983,37,38,1930,1390
1983,37,39,12549,9512
1983,37,43,10068,8310
1983,37,70,7874,5894
1983,38,39,13222,10168
1983,38,43,742,542
1983,38,70,7757,6885
1983,39,43,10653,8304
1983,39,70,7485,5795
1983,43,70,2577,2058
1984,6,7,9374,7607
1984,6,10,14230,11988
1984,6,14,1330,1172
1984,6,20,4500,3918
1984,6,21,10888,7843
1984,6,27,10904,9075
1984,6,30,4570,3692
1984,6,36,12185,9807
1984,6,37,7468,6541
1984,6,38,9558,7896
1984,6,39,9835,8788
1984,6,40,10509,7592
1984,6,41,6736,6016
1984,6,42,9250,7231
1984,6,70,1879,1630
1984,7,10,5659,4775
1984,7,14,3601,2763
1984,7,20,2429,2215
1984,7,21,10033,8420
1984,7,27,7510,6293
1984,7,30,2939,2605
1984,7,36,6563,5245
1984,7,37,2447,1760
1984,7,38,7436,6130
1984,7,39,12077,8953
1984,7,40,13455,11968
1984,7,41,10822,9961
1984,7,42,10854,9319
1984,7,70,5908,5581
1984,10,14,4910,4332
1984,10,20,13932,11496
1984,10,21,6515,4699
1984,10,27,9870,7411
1984,10,30,3357,2475
1984,10,36,9954,9397
1984,10,37,13280,10743
1984,10,38,14355,11820
1984,10,39,11192,8275
1984,10,40,1851,1703
1984,10,41,4984,4248
1984,10,42,631,530
1984,10,70,14506,10650
1984,14,20,12673,11803
1984,14,21,14362,11144
1984,14,27,8289,6761
1984,14,30,11025,8760
1984,14,36,814,683
1984,14,37,2431,2155
1984,14,38,3636,2750
1984,14,39,9383,8663
1984,14,40,6076,4675
1984,14,41,2969,2340
1984,14,42,11202,9078
1984,14,70,2333,1984
1984,20,21,2534,1841
1984,20,27,9951,9033
1984,20,30,11588,8928
1984,20,36,6570,5401
1984,20,37,6901,5238
1984,20,38,3822,2819
1984,20,39,4712,4246
1984,20,40,11025,9243
1984,20,41,4446,3881
1984,20,42,7477,6376
1984,20,70,9536,8269
1984,21,27,4020,3433
1984,21,30,1807,1397
1984,21,36,9629,7966
1984,21,37,2131,1745
1984,21,38,9799,8333
1984,21,39,9936,9357
1984,21,40,1455,1177
1984,21,41,13430,11612
1984,21,42,2007,1908
1984,21,70,11362,10667
1984,27,30,848,777
1984,27,36,5833,4621
1984,27,37,13702,10914
1984,27,38,12954,9345
1984,27,39,13696,10587
1984,27,40,4084,3338
1984,27,41,10373,8900
1984,27,42,11654,10282
1984,27,70,2981,2627
1984,30,36,8994,7599
1984,30,37,6803,5628
1984,30,38,12866,11732
1984,30,39,10405,8394
1984,30,40,600,460
1984,30,41,1962,1585
1984,30,42,7338,6498
1984,30,70,7150,6216
1984,36,37,12486,9152
1984,36,38,3054,2697
1984,36,39,5413,4590
1984,36,40,12483,11037
1984,36,41,3752,3393
1984,36,42,8754,6873
1984,36,70,12766,11722
1984,37,38,7213,5668
1984,37,39,12708,10369
1984,37,40,650,518
1984,37,41,2837,2293
1984,37,42,6709,6227
1984,37,70,13190,11848
1984,38,39,7082,5373
1984,38,40,4395,3666
1984,38,41,4860,4567
1984,38,42,11618,8485
1984,38,70,3054,2523
1984,39,40,10904,8162
1984,39,41,396,369
1984,39,42,5766,4789
1984,39,70,1341,1071
1984,40,41,12138,9962
1984,40,42,3520,2865
1984,40,70,1206,898
1984,41,42,686,640
1984,41,70,4223,3211
1984,42,70,5553,4471
1985,6,7,1320,1091
1985,6,9,8836,6511
1985,6,13,2533,1885
1985,6,14,11319,8389
1985,6,20,4877,3754
1985,6,21,4458,3603
1985,6,27,7130,5381
1985,6,29,3875,3666
1985,6,30,7732,6831
1985,6,34,5155,3826
1985,6,36,1821,1564
1985,6,37,10952,9361
1985,6,38,6295,4729
1985,6,39,13879,10276
1985,6,70,7035,6379
1985,7,9,10309,8682
1985,7,13,8014,6827
1985,7,14,3959,3071
1985,7,20,8418,6075
1985,7,21,12270,10075
1985,7,27,6935,5213
1985,7,29,4454,3321
1985,7,30,4079,2988
1985,7,34,718,544
1985,7,36,10297,8971
1985,7,37,13084,10325
1985,7,38,12469,9675
1985,7,39,4178,3044
1985,7,70,9929,8483
1985,9,13,14596,11226
1985,9,14,15353,11135
1985,9,20,8432,6633
1985,9,21,8310,7288
1985,9,27,11283,9766
1985,9,29,8497,6641
1985,9,30,1607,1241
1985,9,34,2419,2238
1985,9,36,8986,7077
1985,9,37,10965,9663
1985,9,38,11824,9773
1985,9,39,2421,1985
1985,9,70,4327,3146
1985,13,14,3031,2812
1985,13,20,5814,5370
1985,13,21,8040,6616
1985,13,27,2759,2352
1985,13,29,4161,3232
1985,13,30,7207,6060
1985,13,34,3203,2527
1985,13,36,8415,6479
1985,13,37,4186,3184
1985,13,38,1319,1158
1985,13,39,2940,2511
1985,13,70,13260,10868
1985,14,20,9692,7157
1985,14,21,3218,2339
1985,14,27,13206,11065
1985,14,29,476,435
1985,14,30,7539,6733
1985,14,34,842,684
1985,14,36,2605,2233
1985,14,37,14049,10399
1985,14,38,7218,6467
1985,14,39,11894,9003
1985,14,70,7834,6180
1985,20,21,5504,5188
1985,20,27,13266,9617
1985,20,29,12547,10878
1985,20,30,9817,7296
1985,20,34,4983,4064
1985,20,36,7495,5762
1985,20,37,7115,5186
1985,20,38,12520,9133
1985,20,39,5570,5030
1985,20,70,2935,2532
1985,21,27,9254,7284
1985,21,29,4812,3626
1985,21,30,11994,11321
1985,21,34,10927,9399
1985,21,36,12548,10024
1985,21,37,6332,5740
1985,21,38,5590,4627
1985,21,39,9268,7135
1985,21,70,2736,2077
1985,27,29,4518,3845
1985,27,30,2766,2559
1985,27,34,2244,1941
1985,27,36,562,402
1985,27,37,3315,2852
1985,27,38,3863,3344
1985,27,39,8036,6065
1985,27,70,12160,9709
1985,29,30,8027,7597
1985,29,34,2240,1674
1985,29,36,1863,1618
1985,29,37,4837,3891
1985,29,38,10293,9047
1985,29,39,5930,5233
1985,29,70,6958,6445
1985,30,34,9576,8776
1985,30,36,10407,7954
1985,30,37,1677,1403
1985,30,38,8426,6532
1985,30,39,7756,6668
1985,30,70,8568,6249
1985,34,36,8981,7578
1985,34,37,5647,5241
1985,34,38,8204,6513
1985,34,39,7864,7105
1985,34,70,3342,3034
1985,36,37,13074,10220
1985,36,38,13995,11164
1985,36,39,8063,7557
1985,36,70,13027,11850
1985,37,38,10265,7800
1985,37,39,6399,6094
1985,37,70,608,479
1985,38,39,4856,4571
1985,38,70,7609,6631
1985,39,70,6375,5619
1986,6,7,14375,11784
1986,6,10,1555,1387
1986,6,11,15050,11991
1986,6,13,2924,2283
1986,6,14,9464,8896
1986,6,21,3158,2477
1986,6,26,10799,8578
1986,6,27,12021,9139
1986,6,29,6249,4843
1986,6,32,12248,9370
1986,6,34,12214,9492
1986,6,36,605,463
1986,6,37,5272,4655
1986,6,38,13191,10202
1986,6,70,1968,1704
1986,7,10,9139,8052
1986,7,11,312,270
1986,7,13,3313,2377
1986,7,14,13083,9760
1986,7,21,11105,9993
1986,7,26,3999,3502
1986,7,27,3131,2676
1986,7,29,5547,4043
1986,7,32,2944,2266
1986,7,34,3455,3105
1986,7,36,6059,5280
1986,7,37,11273,9261
1986,7,38,7050,5547
1986,7,70,8515,7684
1986,10,11,331,257
1986,10,13,10014,8518
1986,10,14,1233,1161
1986,10,21,9660,8885
1986,10,26,8772,7033
1986,10,27,3368,3102
1986,10,29,3885,2779
1986,10,32,11147,10482
1986,10,34,13317,11689
1986,10,36,6391,4681
1986,10,37,10662,8151
1986,10,38,9192,6967
1986,10,70,11884,9261
1986,11,13,3165,2390
1986,11,14,2957,2429
1986,11,21,3999,3080
1986,11,26,9331,7790
1986,11,27,2848,2694
1986,11,29,7475,6237
1986,11,32,10565,7570
1986,11,34,2806,2069
1986,11,36,11641,8860
1986,11,37,12132,9770
1986,11,38,12871,10647
1986,11,70,12331,11185
1986,13,14,2820,2117
1986,13,21,6283,5478
1986,13,26,4240,3345
1986,13,27,4689,4248
1986,13,29,8639,7425
1986,13,32,651,480
1986,13,34,3335,2647
1986,13,36,12117,9954
1986,13,37,3469,2825
1986,13,38,1956,1689
1986,13,70,6530,5865
1986,14,21,11124,9006
1986,14,26,7542,5502
1986,14,27,1108,849
1986,14,29,12390,9926
1986,14,32,2944,2609
1986,14,34,11495,8222
1986,14,36,12160,10969
1986,14,37,3331,2766
1986,14,38,14759,11754
1986,14,70,10935,9805
1986,21,26,7862,7340
1986,21,27,3276,2367
1986,21,29,1811,1335
1986,21,32,6160,4516
1986,21,34,10772,8463
1986,21,36,3345,2586
1986,21,37,5507,4954
1986,21,38,15681,11415
1986,21,70,4987,4216
1986,26,27,8595,6524
1986,26,29,4153,3487
1986,26,32,968,771
1986,26,34,3936,3224
1986,26,36,12975,10494
1986,26,37,4136,3246
1986,26,38,9092,6732
1986,26,70,11534,8458
1986,27,29,12761,11068
1986,27,32,12726,9693
1986,27,34,14748,11289
1986,27,36,2624,2344
1986,27,37,14948,10779
1986,27,38,6498,4784
1986,27,70,3264,2407
1986,29,32,9260,8290
1986,29,34,10514,7701
1986,29,36,7743,6223
1986,29,37,3822,3050
1986,29,38,16029,11702
1986,29,70,12653,9566
1986,32,34,6683,6071
1986,32,36,6666,5926
1986,32,37,2158,1606
1986,32,38,3586,2942
1986,32,70,6076,4388
1986,34,36,1995,1607
1986,34,37,8997,7742
1986,34,38,6082,4436
1986,34,70,4475,3473
1986,36,37,475,415
1986,36,38,9452,7021
1986,36,70,9883,7557
1986,37,38,10691,8833
1986,37,70,397,312
1986,38,70,9772,8676
1987,6,9,13309,11874
1987,6,10,9860,7888
1987,6,11,2125,1976
1987,6,13,8785,7295
1987,6,14,12805,11507
1987,6,21,5223,4419
1987,6,22,13172,10016
1987,6,26,8644,6403
1987,6,27,7597,5708
1987,6,29,12742,10236
1987,6,32,3043,2273
1987,6,34,1640,1300
1987,6,36,4272,3900
1987,6,37,7101,6692
1987,6,70,3173,2474
1987,9,10,3837,3217
1987,9,11,6065,4373
1987,9,13,3884,2786
1987,9,14,14688,10640
1987,9,21,2387,2116
1987,9,22,1673,1467
1987,9,26,4085,2937
1987,9,27,10109,9109
1987,9,29,8382,6386
1987,9,32,9490,7793
1987,9,34,8357,6601
1987,9,36,13405,11371
1987,9,37,9553,7925
1987,9,70,1653,1437
1987,10,11,3457,2841
1987,10,13,9040,7235
1987,10,14,11420,9358
1987,10,21,2546,2102
1987,10,22,9752,7281
1987,10,26,8789,7383
1987,10,27,2649,2221
1987,10,29,5706,4448
1987,10,32,8451,6666
1987,10,34,5419,4840
1987,10,36,4206,3585
1987,10,37,10967,9725
1987,10,70,8625,7222
1987,11,13,8760,6375
1987,11,14,5923,5633
1987,11,21,5862,4338
1987,11,22,591,473
1987,11,26,10446,7708
1987,11,27,6899,6418
1987,11,29,12176,9318
1987,11,32,4529,3407
1987,11,34,6042,5302
1987,11,36,12790,9263
1987,11,37,6617,6181
1987,11,70,5942,4328
1987,13,14,10722,9707
1987,13,21,10552,9426
1987,13,22,15227,10928
1987,13,26,12592,11351
1987,13,27,5215,3841
1987,13,29,11032,8705
1987,13,32,7235,6513
1987,13,34,5225,4193
1987,13,36,866,814
1987,13,37,4269,3947
1987,13,70,10780,9405
1987,14,21,13883,11452
1987,14,22,7667,6363
1987,14,26,4677,4233
1987,14,27,10634,10068
1987,14,29,13625,10612
1987,14,32,3913,3413
1987,14,34,8048,5834
1987,14,36,1126,923
1987,14,37,6043,5012
1987,14,70,13321,10853
1987,21,22,5010,3722
1987,21,26,2803,2032
1987,21,27,5999,5308
1987,21,29,13681,10288
1987,21,32,9621,8191
1987,21,34,1712,1349
1987,21,36,7534,6010
1987,21,37,4376,3171
1987,21,70,10887,8552
1987,22,26,5785,4530
1987,22,27,500,445
1987,22,29,8650,7243
1987,22,32,12528,10827
1987,22,34,7758,7061
1987,22,36,3833,2890
1987,22,37,10421,9057
1987,22,70,13879,11273
1987,26,27,10613,9695
1987,26,29,8449,7314
1987,26,32,11908,10445
1987,26,34,9883,9207
1987,26,36,3753,3062
1987,26,37,12437,11766
1987,26,70,10495,8002
1987,27,29,3524,3164
1987,27,32,13529,10320
1987,27,34,7120,5450
1987,27,36,12664,11037
1987,27,37,8343,7249
1987,27,70,2523,1856
1987,29,32,5536,4555
1987,29,34,12632,11362
1987,29,36,8270,6427
1987,29,37,3784,2753
1987,29,70,9269,8267
1987,32,34,11118,8199
1987,32,36,10261,7795
1987,32,37,7180,6222
1987,32,70,2065,1558
1987,34,36,709,613
1987,34,37,5292,4500
1987,34,70,14147,11172
1987,36,37,5872,4239
1987,36,70,11658,9747
1987,37,70,8843,6919
1988,6,7,6415,5098
1988,6,9,8809,6412
1988,6,10,7070,6511
1988,6,11,3811,3355
1988,6,13,12825,9478
1988,6,14,12116,8751
1988,6,21,12279,9052
1988,6,22,4860,3787
1988,6,26,9380,6744
1988,6,27,9232,6970
1988,6,29,9069,6610
1988,6,32,16137,11588
1988,6,34,11382,10255
1988,6,36,12310,8937
1988,6,37,8629,7388
1988,7,9,2549,2152
1988,7,10,6128,4647
1988,7,11,2341,1809
1988,7,13,4839,3709
1988,7,14,3886,3652
1988,7,21,631,513
1988,7,22,14350,11177
1988,7,26,8479,6555
1988,7,27,13579,11313
1988,7,29,8443,7341
1988,7,32,14502,11871
1988,7,34,16501,11823
1988,7,36,5627,4180
1988,7,37,8526,6216
1988,9,10,13084,9878
1988,9,11,1755,1657
1988,9,13,14523,10423
1988,9,14,3164,2879
1988,9,21,3244,2759
1988,9,22,16263,11704
1988,9,26,12787,11536
1988,9,27,9956,7190
1988,9,29,2642,2156
1988,9,32,11457,10816
1988,9,34,12981,10267
1988,9,36,962,700
1988,9,37,2303,1975
1988,10,11,5219,4901
1988,10,13,3466,3159
1988,10,14,13881,10357
1988,10,21,9801,7381
1988,10,22,3923,3686
1988,10,26,8320,7866
1988,10,27,5876,4496
1988,10,29,721,668
1988,10,32,743,644
1988,10,34,7672,5570
1988,10,36,10349,7961
1988,10,37,4543,3721
1988,11,13,14021,11416
1988,11,14,1146,963
1988,11,21,6798,5646
1988,11,22,8472,7946
1988,11,26,8639,6732
1988,11,27,5880,4871
1988,11,29,1808,1429
1988,11,32,11244,9016
1988,11,34,1815,1664
1988,11,36,9728,7080
1988,11,37,7391,6100
1988,13,14,13424,10912
1988,13,21,10811,9464
1988,13,22,13900,11933
1988,13,26,5885,5033
1988,13,27,11376,10663
1988,13,29,5526,4409
1988,13,32,5921,5310
1988,13,34,595,526
1988,13,36,1158,907
1988,13,37,3682,2753
1988,14,21,11821,11175
1988,14,22,6402,5470
1988,14,26,12627,9713
1988,14,27,6413,5230
1988,14,29,6501,4788
1988,14,32,5909,5258
1988,14,34,6745,5494
1988,14,36,7070,5263
1988,14,37,11149,8649
1988,21,22,5943,5330
1988,21,26,9441,7450
1988,21,27,1408,1276
1988,21,29,9915,7877
1988,21,32,11694,8830
1988,21,34,5616,4441
1988,21,36,7193,6599
1988,21,37,6513,5287
1988,22,26,1253,957
1988,22,27,10674,9347
1988,22,29,7137,6157
1988,22,32,8385,7422
1988,22,34,5308,4108
1988,22,36,7847,7159
1988,22,37,6461,5139
1988,26,27,13434,11509
1988,26,29,7211,5348
1988,26,32,7012,6520
1988,26,34,6869,6303
1988,26,36,3653,3304
1988,26,37,11516,9272
1988,27,29,10458,8166
1988,27,32,11640,9303
1988,27,34,6488,5313
1988,27,36,7293,6549
1988,27,37,4132,3372
1988,29,32,8688,6533
1988,29,34,11965,8963
1988,29,36,7464,6518
1988,29,37,409,351
1988,32,34,12474,9514
1988,32,36,1564,1267
1988,32,37,6534,5467
1988,34,36,1329,952
1988,34,37,2407,2249
1988,36,37,11568,8989
1989,6,7,11055,9824
1989,6,9,933,877
1989,6,10,8949,6799
1989,6,11,6139,4614
1989,6,13,3940,2917
1989,6,14,12417,9882
1989,6,21,9389,8923
1989,6,22,594,517
1989,6,26,3602,2899
1989,6,27,9868,9342
1989,6,29,8048,6025
1989,6,32,11565,9011
1989,6,33,6789,6048
1989,6,34,2138,1917
1989,6,36,3305,2876
1989,7,9,6082,5778
1989,7,10,2260,1761
1989,7,11,2448,1839
1989,7,13,1151,1045
1989,7,14,14314,10574
1989,7,21,6805,5867
1989,7,22,8474,6636
1989,7,26,351,330
1989,7,27,11689,9858
1989,7,29,11810,10782
1989,7,32,5628,4084
1989,7,33,6360,5006
1989,7,34,8072,6278
1989,7,36,9666,7414
1989,9,10,12764,10831
1989,9,11,14763,11309
1989,9,13,13723,10380
1989,9,14,10768,8020
1989,9,21,10091,8195
1989,9,22,2052,1741
1989,9,26,9355,8139
1989,9,27,11680,9717
1989,9,29,1533,1441
1989,9,32,10086,7738
1989,9,33,6454,6097
1989,9,34,11812,8802
1989,9,36,5892,4699
1989,10,11,1570,1343
1989,10,13,13785,11010
1989,10,14,6108,4640
1989,10,21,7930,6176
1989,10,22,4851,4083
1989,10,26,5305,4735
1989,10,27,7844,5889
1989,10,29,11438,10279
1989,10,32,6051,4934
1989,10,33,9885,9172
1989,10,34,14241,11831
1989,10,36,6939,6258
1989,11,13,12599,9439
1989,11,14,8689,6275
1989,11,21,4739,3885
1989,11,22,1547,1183
1989,11,26,5157,4528
1989,11,27,4025,3048
1989,11,29,650,477
1989,11,32,6290,4640
1989,11,33,12008,10448
1989,11,34,10917,9171
1989,11,36,6186,5787
1989,13,14,6737,4843
1989,13,21,14715,11664
1989,13,22,13915,11591
1989,13,26,7820,6130
1989,13,27,10632,10047
1989,13,29,4158,3292
1989,13,32,10506,8694
1989,13,33,3208,2638
1989,13,34,9544,6858
1989,13,36,13323,10073
1989,14,21,5028,3603
1989,14,22,9147,8190
1989,14,26,13395,11305
1989,14,27,859,701
1989,14,29,12825,9309
1989,14,32,12487,10154
1989,14,33,8750,7804
1989,14,34,10167,9019
1989,14,36,11967,10936
1989,21,22,3902,3567
1989,21,26,11434,10679
1989,21,27,11098,10106
1989,21,29,11684,9091
1989,21,32,5351,4660
1989,21,33,4230,3411
1989,21,34,1502,1082
1989,21,36,11854,8900
1989,22,26,4316,3085
1989,22,27,14057,11775
1989,22,29,1198,887
1989,22,32,11777,9105
1989,22,33,7775,6294
1989,22,34,6558,5492
1989,22,36,7903,5835
1989,26,27,3490,3227
1989,26,29,4330,3459
1989,26,32,10845,8268
1989,26,33,12547,10877
1989,26,34,2837,2188
1989,26,36,4993,4155
1989,27,29,7484,7030
1989,27,32,15201,11490
1989,27,33,6234,5459
1989,27,34,3677,2690
1989,27,36,5700,4998
1989,29,32,4214,3844
1989,29,33,12547,9314
1989,29,34,11544,10749
1989,29,36,7740,5821
1989,32,33,7639,6380
1989,32,34,1258,1192
1989,32,36,1191,1126
1989,33,34,12304,10024
1989,33,36,4377,3873
1989,34,36,8254,7310
1990,6,7,15631,11276
1990,6,9,12416,9935
1990,6,10,10160,8559
1990,6,11,13096,11153
1990,6,13,7045,6141
1990,6,14,568,415
1990,6,18,409,328
1990,6,21,10673,8408
1990,6,22,10280,7579
1990,6,26,11794,11138
1990,6,27,2505,2282
1990,6,29,6974,5212
1990,6,32,1912,1703
1990,6,33,12283,9007
1990,6,34,3254,2592
1990,7,9,10724,9416
1990,7,10,795,720
1990,7,11,9685,8069
1990,7,13,10532,9352
1990,7,14,7390,6873
1990,7,18,1594,1509
1990,7,21,4022,3062
1990,7,22,4430,4015
1990,7,26,747,621
1990,7,27,14414,11984
1990,7,29,4345,3418
1990,7,32,5816,4636
1990,7,33,12291,10287
1990,7,34,2146,1675
1990,9,10,12638,10879
1990,9,11,13211,10653
1990,9,13,10633,8021
1990,9,14,4373,4057
1990,9,18,8570,6849
1990,9,21,856,712
1990,9,22,2804,2138
1990,9,26,5326,4637
1990,9,27,4534,3838
1990,9,29,715,524
1990,9,32,7579,6911
1990,9,33,10876,9618
1990,9,34,6686,5614
1990,10,11,1984,1487
1990,10,13,1572,1243
1990,10,14,5054,4310
1990,10,18,8262,6430
1990,10,21,7697,5637
1990,10,22,8916,7227
1990,10,26,9098,6847
1990,10,27,1120,1051
1990,10,29,4083,3790
1990,10,32,13095,10079
1990,10,33,11293,10485
1990,10,34,3459,2503
1990,11,13,9701,7045
1990,11,14,15964,11543
1990,11,18,12736,11501
1990,11,21,14717,11197
1990,11,22,13832,11123
1990,11,26,4594,4307
1990,11,27,3242,2877
1990,11,29,9445,8353
1990,11,32,9930,9349
1990,11,33,3098,2520
1990,11,34,1691,1535
1990,13,14,11877,8997
1990,13,18,8478,6338
1990,13,21,3796,2767
1990,13,22,12687,9502
1990,13,26,14300,10919
1990,13,27,15450,11477
1990,13,29,7167,5311
1990,13,32,10312,7823
1990,13,33,10484,8107
1990,13,34,11006,9403
1990,14,18,3455,2805
1990,14,21,7482,5786
1990,14,22,1453,1155
1990,14,26,1511,1128
1990,14,27,14971,11030
1990,14,29,13553,9900
1990,14,32,12498,9241
1990,14,33,12439,9586
1990,14,34,6842,5155
1990,18,21,5123,4689
1990,18,22,2018,1598
1990,18,26,8903,7199
1990,18,27,13379,10025
1990,18,29,8228,6570
1990,18,32,12952,10553
1990,18,33,11440,9776
1990,18,34,1881,1458
1990,21,22,3713,3314
1990,21,26,8171,6532
1990,21,27,11209,9302
1990,21,29,1658,1254
1990,21,32,15378,11842
1990,21,33,8627,6697
1990,21,34,3487,2613
1990,22,26,10528,8288
1990,22,27,4214,3192
1990,22,29,2753,2401
1990,22,32,3663,2635
1990,22,33,14492,11087
1990,22,34,1653,1342
1990,26,27,8652,7866
1990,26,29,13595,11586
1990,26,32,7762,5730
1990,26,33,9081,7535
1990,26,34,8514,8011
1990,27,29,2385,1983
1990,27,32,5523,4379
1990,27,33,7922,6798
1990,27,34,11453,9399
1990,29,32,6898,5088
1990,29,33,7073,5120
1990,29,34,10045,7305
1990,32,33,6736,6120
1990,32,34,12141,10969
1990,33,34,8746,6404
1991,4,6,3166,2677
1991,4,7,11804,11067
1991,4,8,9189,6983
1991,4,9,7050,6634
1991,4,10,1482,1322
1991,4,11,5639,4182
1991,4,13,4336,3098
1991,4,14,5221,4410
1991,4,18,4368,3835
1991,4,21,14385,10978
1991,4,22,7054,5208
1991,4,27,5237,3954
1991,4,29,5963,4669
1991,4,32,1810,1422
1991,4,33,598,513
1991,6,7,11926,11245
1991,6,8,5482,4796
1991,6,9,7769,7295
1991,6,10,8104,7023
1991,6,11,13727,11639
1991,6,13,9274,6840
1991,6,14,8319,6527
1991,6,18,10991,10334
1991,6,21,2331,1674
1991,6,22,4214,3786
1991,6,27,8499,6606
1991,6,29,1715,1442
1991,6,32,6917,5900
1991,6,33,13104,10955
1991,7,8,10181,7795
1991,7,9,2040,1822
1991,7,10,3505,2524
1991,7,11,4416,3612
1991,7,13,2853,2182
1991,7,14,4340,3818
1991,7,18,9672,6975
1991,7,21,3791,3027
1991,7,22,1745,1508
1991,7,27,2102,1532
1991,7,29,2781,2264
1991,7,32,8903,6683
1991,7,33,11929,8847
1991,8,9,631,466
1991,8,10,9526,8300
1991,8,11,4182,3371
1991,8,13,9895,7609
1991,8,14,9812,8118
1991,8,18,4781,4143
1991,8,21,1100,974
1991,8,22,2055,1677
1991,8,27,12820,10989
1991,8,29,689,533
1991,8,32,3300,3111
1991,8,33,7896,7215
1991,9,10,7773,5959
1991,9,11,930,673
1991,9,13,11158,8224
1991,9,14,329,283
1991,9,18,11214,9844
1991,9,21,14305,10600
1991,9,22,13293,11853
1991,9,27,10871,8754
1991,9,29,8158,6204
1991,9,32,2997,2854
1991,9,33,10138,9602
1991,10,11,762,690
1991,10,13,6090,5046
1991,10,14,390,334
1991,10,18,12514,9708
1991,10,21,4093,3088
1991,10,22,15701,11485
1991,10,27,894,756
1991,10,29,10711,8056
1991,10,32,3681,3070
1991,10,33,5968,4775
1991,11,13,14223,10228
1991,11,14,2975,2729
1991,11,18,4074,3374
1991,11,21,4900,4161
1991,11,22,9317,8563
1991,11,27,12218,9956
1991,11,29,4480,3777
1991,11,32,6622,5479
1991,11,33,15818,11380
1991,13,14,10748,9383
1991,13,18,8508,6225
1991,13,21,8471,6310
1991,13,22,9740,8787
1991,13,27,1501,1250
1991,13,29,5737,4210
1991,13,32,7921,7353
1991,13,33,9689,7200
1991,14,18,8277,7445
1991,14,21,9971,9268
1991,14,22,8551,6773
1991,14,27,14024,10298
1991,14,29,11722,10520
1991,14,32,4946,4082
1991,14,33,3827,3307
1991,18,21,5652,4498
1991,18,22,4536,3570
1991,18,27,14300,11750
1991,18,29,10839,10025
1991,18,32,3312,2674
1991,18,33,787,615
1991,21,22,3238,2968
1991,21,27,9961,7239
1991,21,29,7983,6636
1991,21,32,9354,6913
1991,21,33,13511,10139
1991,22,27,5131,4694
1991,22,29,2405,1762
1991,22,32,11307,9525
1991,22,33,3718,3403
1991,27,29,14072,11430
1991,27,32,6818,5874
1991,27,33,9661,8521
1991,29,32,2814,2087
1991,29,33,6600,4827
1991,32,33,5038,4686
1992,4,6,2651,2298
1992,4,7,1672,1199
1992,4,8,12094,9007
1992,4,9,9903,8744
1992,4,10,1520,1297
1992,4,11,12353,9791
1992,4,13,8220,7549
1992,4,14,3593,3341
1992,4,18,10348,9457
1992,4,21,2705,2257
1992,4,22,1358,1001
1992,4,27,12071,10548
1992,4,29,12205,10024
1992,4,30,5496,3986
1992,4,32,8583,7058
1992,6,7,5762,5352
1992,6,8,11028,9408
1992,6,9,7591,6569
1992,6,10,6437,5950
1992,6,11,5210,4124
1992,6,13,12006,8641
1992,6,14,14083,10752
1992,6,18,14860,10890
1992,6,21,3211,2646
1992,6,22,9259,8403
1992,6,27,404,295
1992,6,29,9255,6958
1992,6,30,7714,7091
1992,6,32,6283,5341
1992,7,8,2374,1778
1992,7,9,3350,2963
1992,7,10,8505,7983
1992,7,11,11012,9148
1992,7,13,9174,8071
1992,7,14,9608,8200
1992,7,18,11817,8566
1992,7,21,11733,9230
1992,7,22,6676,5001
1992,7,27,14841,11731
1992,7,29,10781,8428
1992,7,30,994,816
1992,7,32,4521,3272
1992,8,9,8476,7961
1992,8,10,9842,9337
1992,8,11,8024,6162
1992,8,13,12100,10602
1992,8,14,508,478
1992,8,18,10264,7850
1992,8,21,11324,9094
1992,8,22,9653,8916
1992,8,27,3802,3043
1992,8,29,16438,11982
1992,8,30,14330,11424
1992,8,32,6948,6308
1992,9,10,9653,8916
1992,9,11,7558,5985
1992,9,13,5514,4612
1992,9,14,12720,9502
1992,9,18,13378,9692
1992,9,21,3084,2468
1992,9,22,9760,7631
1992,9,27,12643,9631
1992,9,29,10963,9527
1992,9,30,1428,1248
1992,9,32,4586,3876
1992,10,11,6470,5472
1992,10,13,10045,7284
1992,10,14,12565,9581
1992,10,18,6854,5430
1992,10,21,943,800
1992,10,22,10754,8487
1992,10,27,13298,11705
1992,10,29,2865,2319
1992,10,30,6263,5457
1992,10,32,3704,2793
1992,11,13,8387,7895
1992,11,14,6498,5067
1992,11,18,1380,1309
1992,11,21,10341,7439
1992,11,22,10317,8498
1992,11,27,8780,7376
1992,11,29,4184,3767
1992,11,30,9399,7814
1992,11,32,3682,2829
1992,13,14,10730,8987
1992,13,18,2023,1805
1992,13,21,14657,11148
1992,13,22,14469,10929
1992,13,27,1062,854
